stem,answer,choice,prefix,prediction,accuracy
['processing' 'bug'],5,"[['mind', 'thinking'], ['mind', 'forgetting'], ['mind', 'memorize'], ['mind', 'remember'], ['mind', 'memory'], ['thinking', 'mistake'], ['mind', 'muscles'], ['mind', 'senses'], ['mind', 'mistake'], ['mind', 'awake'], ['mind', 'asleep'], ['mind', 'confused'], ['mind', 'intelligence'], ['mind', 'therapy'], ['mind', 'brain'], ['mind', 'function'], ['mind', 'consciousness'], ['mind', 'input'], ['thinking', 'forgetting'], ['thinking', 'memorize'], ['thinking', 'remember'], ['thinking', 'memory'], ['thinking', 'muscles'], ['thinking', 'senses'], ['thinking', 'awake'], ['thinking', 'asleep'], ['thinking', 'confused'], ['thinking', 'intelligence'], ['thinking', 'therapy'], ['thinking', 'brain'], ['thinking', 'function'], ['thinking', 'consciousness'], ['thinking', 'input'], ['forgetting', 'memorize'], ['forgetting', 'remember'], ['forgetting', 'memory'], ['forgetting', 'muscles'], ['forgetting', 'senses'], ['forgetting', 'mistake'], ['forgetting', 'awake'], ['forgetting', 'asleep'], ['forgetting', 'confused'], ['forgetting', 'intelligence'], ['forgetting', 'therapy'], ['forgetting', 'brain'], ['forgetting', 'function'], ['forgetting', 'consciousness'], ['forgetting', 'input'], ['memorize', 'remember'], ['memorize', 'memory'], ['memorize', 'muscles'], ['memorize', 'senses'], ['memorize', 'mistake'], ['memorize', 'awake'], ['memorize', 'asleep'], ['memorize', 'confused'], ['memorize', 'intelligence'], ['memorize', 'therapy'], ['memorize', 'brain'], ['memorize', 'function'], ['memorize', 'consciousness'], ['memorize', 'input'], ['remember', 'memory'], ['remember', 'muscles'], ['remember', 'senses'], ['remember', 'mistake'], ['remember', 'awake'], ['remember', 'asleep'], ['remember', 'confused'], ['remember', 'intelligence'], ['remember', 'therapy'], ['remember', 'brain'], ['remember', 'function'], ['remember', 'consciousness'], ['remember', 'input'], ['memory', 'muscles'], ['memory', 'senses'], ['memory', 'mistake'], ['memory', 'awake'], ['memory', 'asleep'], ['memory', 'confused'], ['memory', 'intelligence'], ['memory', 'therapy'], ['memory', 'brain'], ['memory', 'function'], ['memory', 'consciousness'], ['memory', 'input'], ['muscles', 'senses'], ['muscles', 'mistake'], ['muscles', 'awake'], ['muscles', 'asleep'], ['muscles', 'confused'], ['muscles', 'intelligence'], ['muscles', 'therapy'], ['muscles', 'brain'], ['muscles', 'function'], ['muscles', 'consciousness'], ['muscles', 'input'], ['senses', 'mistake'], ['senses', 'awake'], ['senses', 'asleep'], ['senses', 'confused'], ['senses', 'intelligence'], ['senses', 'therapy'], ['senses', 'brain'], ['senses', 'function'], ['senses', 'consciousness'], ['senses', 'input'], ['mistake', 'awake'], ['mistake', 'asleep'], ['mistake', 'confused'], ['mistake', 'intelligence'], ['mistake', 'therapy'], ['mistake', 'brain'], ['mistake', 'function'], ['mistake', 'consciousness'], ['mistake', 'input'], ['awake', 'asleep'], ['awake', 'confused'], ['awake', 'intelligence'], ['awake', 'therapy'], ['awake', 'brain'], ['awake', 'function'], ['awake', 'consciousness'], ['awake', 'input'], ['asleep', 'confused'], ['asleep', 'intelligence'], ['asleep', 'therapy'], ['asleep', 'brain'], ['asleep', 'function'], ['asleep', 'consciousness'], ['asleep', 'input'], ['confused', 'intelligence'], ['confused', 'therapy'], ['confused', 'brain'], ['confused', 'function'], ['confused', 'consciousness'], ['confused', 'input'], ['intelligence', 'therapy'], ['intelligence', 'brain'], ['intelligence', 'function'], ['intelligence', 'consciousness'], ['intelligence', 'input'], ['therapy', 'brain'], ['therapy', 'function'], ['therapy', 'consciousness'], ['therapy', 'input'], ['brain', 'function'], ['brain', 'consciousness'], ['brain', 'input'], ['function', 'consciousness'], ['function', 'input'], ['consciousness', 'input']]",science,19,False
['artificial selection' 'artificial'],1,"[['natural selection', 'species'], ['natural selection', 'natural'], ['natural selection', 'competition'], ['natural selection', 'adaptation'], ['natural selection', 'fitness'], ['natural selection', 'mating'], ['natural selection', 'wild'], ['species', 'competition'], ['species', 'adaptation'], ['species', 'natural'], ['species', 'fitness'], ['species', 'mating'], ['species', 'wild'], ['competition', 'adaptation'], ['competition', 'natural'], ['competition', 'fitness'], ['competition', 'mating'], ['competition', 'wild'], ['adaptation', 'natural'], ['adaptation', 'fitness'], ['adaptation', 'mating'], ['adaptation', 'wild'], ['natural', 'fitness'], ['natural', 'mating'], ['natural', 'wild'], ['fitness', 'mating'], ['fitness', 'wild'], ['mating', 'wild']]",science,1,True
['trajectory' 'earth'],6,"[['planet', 'orbit'], ['planet', 'sun'], ['planet', 'elliptical'], ['planet', 'space'], ['planet', 'gravity'], ['planet', 'attracts'], ['orbit', 'sun'], ['orbit', 'elliptical'], ['orbit', 'space'], ['orbit', 'gravity'], ['orbit', 'attracts'], ['sun', 'elliptical'], ['sun', 'space'], ['sun', 'gravity'], ['sun', 'attracts'], ['elliptical', 'space'], ['elliptical', 'gravity'], ['elliptical', 'attracts'], ['space', 'gravity'], ['space', 'attracts'], ['gravity', 'attracts']]",science,8,False
['repair' 'CPU'],7,"[['mind', 'thinking'], ['mind', 'forgetting'], ['mind', 'memorize'], ['mind', 'remember'], ['mind', 'memory'], ['mind', 'muscles'], ['mind', 'senses'], ['therapy', 'consciousness'], ['mind', 'mistake'], ['mind', 'awake'], ['mind', 'asleep'], ['mind', 'confused'], ['mind', 'intelligence'], ['mind', 'therapy'], ['mind', 'brain'], ['mind', 'function'], ['mind', 'consciousness'], ['mind', 'input'], ['thinking', 'forgetting'], ['thinking', 'memorize'], ['thinking', 'remember'], ['thinking', 'memory'], ['thinking', 'muscles'], ['thinking', 'senses'], ['thinking', 'mistake'], ['thinking', 'awake'], ['thinking', 'asleep'], ['thinking', 'confused'], ['thinking', 'intelligence'], ['thinking', 'therapy'], ['thinking', 'brain'], ['thinking', 'function'], ['thinking', 'consciousness'], ['thinking', 'input'], ['forgetting', 'memorize'], ['forgetting', 'remember'], ['forgetting', 'memory'], ['forgetting', 'muscles'], ['forgetting', 'senses'], ['forgetting', 'mistake'], ['forgetting', 'awake'], ['forgetting', 'asleep'], ['forgetting', 'confused'], ['forgetting', 'intelligence'], ['forgetting', 'therapy'], ['forgetting', 'brain'], ['forgetting', 'function'], ['forgetting', 'consciousness'], ['forgetting', 'input'], ['memorize', 'remember'], ['memorize', 'memory'], ['memorize', 'muscles'], ['memorize', 'senses'], ['memorize', 'mistake'], ['memorize', 'awake'], ['memorize', 'asleep'], ['memorize', 'confused'], ['memorize', 'intelligence'], ['memorize', 'therapy'], ['memorize', 'brain'], ['memorize', 'function'], ['memorize', 'consciousness'], ['memorize', 'input'], ['remember', 'memory'], ['remember', 'muscles'], ['remember', 'senses'], ['remember', 'mistake'], ['remember', 'awake'], ['remember', 'asleep'], ['remember', 'confused'], ['remember', 'intelligence'], ['remember', 'therapy'], ['remember', 'brain'], ['remember', 'function'], ['remember', 'consciousness'], ['remember', 'input'], ['memory', 'muscles'], ['memory', 'senses'], ['memory', 'mistake'], ['memory', 'awake'], ['memory', 'asleep'], ['memory', 'confused'], ['memory', 'intelligence'], ['memory', 'therapy'], ['memory', 'brain'], ['memory', 'function'], ['memory', 'consciousness'], ['memory', 'input'], ['muscles', 'senses'], ['muscles', 'mistake'], ['muscles', 'awake'], ['muscles', 'asleep'], ['muscles', 'confused'], ['muscles', 'intelligence'], ['muscles', 'therapy'], ['muscles', 'brain'], ['muscles', 'function'], ['muscles', 'consciousness'], ['muscles', 'input'], ['senses', 'mistake'], ['senses', 'awake'], ['senses', 'asleep'], ['senses', 'confused'], ['senses', 'intelligence'], ['senses', 'therapy'], ['senses', 'brain'], ['senses', 'function'], ['senses', 'consciousness'], ['senses', 'input'], ['mistake', 'awake'], ['mistake', 'asleep'], ['mistake', 'confused'], ['mistake', 'intelligence'], ['mistake', 'therapy'], ['mistake', 'brain'], ['mistake', 'function'], ['mistake', 'consciousness'], ['mistake', 'input'], ['awake', 'asleep'], ['awake', 'confused'], ['awake', 'intelligence'], ['awake', 'therapy'], ['awake', 'brain'], ['awake', 'function'], ['awake', 'consciousness'], ['awake', 'input'], ['asleep', 'confused'], ['asleep', 'intelligence'], ['asleep', 'therapy'], ['asleep', 'brain'], ['asleep', 'function'], ['asleep', 'consciousness'], ['asleep', 'input'], ['confused', 'intelligence'], ['confused', 'therapy'], ['confused', 'brain'], ['confused', 'function'], ['confused', 'consciousness'], ['confused', 'input'], ['intelligence', 'therapy'], ['intelligence', 'brain'], ['intelligence', 'function'], ['intelligence', 'consciousness'], ['intelligence', 'input'], ['therapy', 'brain'], ['therapy', 'function'], ['therapy', 'input'], ['brain', 'function'], ['brain', 'consciousness'], ['brain', 'input'], ['function', 'consciousness'], ['function', 'input'], ['consciousness', 'input']]",science,36,False
['write' 'read'],17,"[['mind', 'thinking'], ['mind', 'forgetting'], ['mind', 'memorize'], ['mind', 'remember'], ['mind', 'memory'], ['mind', 'muscles'], ['mind', 'senses'], ['mind', 'mistake'], ['mind', 'awake'], ['mind', 'asleep'], ['mind', 'confused'], ['mind', 'intelligence'], ['mind', 'therapy'], ['mind', 'brain'], ['mind', 'function'], ['mind', 'consciousness'], ['mind', 'input'], ['memorize', 'remember'], ['thinking', 'forgetting'], ['thinking', 'memorize'], ['thinking', 'remember'], ['thinking', 'memory'], ['thinking', 'muscles'], ['thinking', 'senses'], ['thinking', 'mistake'], ['thinking', 'awake'], ['thinking', 'asleep'], ['thinking', 'confused'], ['thinking', 'intelligence'], ['thinking', 'therapy'], ['thinking', 'brain'], ['thinking', 'function'], ['thinking', 'consciousness'], ['thinking', 'input'], ['forgetting', 'memorize'], ['forgetting', 'remember'], ['forgetting', 'memory'], ['forgetting', 'muscles'], ['forgetting', 'senses'], ['forgetting', 'mistake'], ['forgetting', 'awake'], ['forgetting', 'asleep'], ['forgetting', 'confused'], ['forgetting', 'intelligence'], ['forgetting', 'therapy'], ['forgetting', 'brain'], ['forgetting', 'function'], ['forgetting', 'consciousness'], ['forgetting', 'input'], ['memorize', 'memory'], ['memorize', 'muscles'], ['memorize', 'senses'], ['memorize', 'mistake'], ['memorize', 'awake'], ['memorize', 'asleep'], ['memorize', 'confused'], ['memorize', 'intelligence'], ['memorize', 'therapy'], ['memorize', 'brain'], ['memorize', 'function'], ['memorize', 'consciousness'], ['memorize', 'input'], ['remember', 'memory'], ['remember', 'muscles'], ['remember', 'senses'], ['remember', 'mistake'], ['remember', 'awake'], ['remember', 'asleep'], ['remember', 'confused'], ['remember', 'intelligence'], ['remember', 'therapy'], ['remember', 'brain'], ['remember', 'function'], ['remember', 'consciousness'], ['remember', 'input'], ['memory', 'muscles'], ['memory', 'senses'], ['memory', 'mistake'], ['memory', 'awake'], ['memory', 'asleep'], ['memory', 'confused'], ['memory', 'intelligence'], ['memory', 'therapy'], ['memory', 'brain'], ['memory', 'function'], ['memory', 'consciousness'], ['memory', 'input'], ['muscles', 'senses'], ['muscles', 'mistake'], ['muscles', 'awake'], ['muscles', 'asleep'], ['muscles', 'confused'], ['muscles', 'intelligence'], ['muscles', 'therapy'], ['muscles', 'brain'], ['muscles', 'function'], ['muscles', 'consciousness'], ['muscles', 'input'], ['senses', 'mistake'], ['senses', 'awake'], ['senses', 'asleep'], ['senses', 'confused'], ['senses', 'intelligence'], ['senses', 'therapy'], ['senses', 'brain'], ['senses', 'function'], ['senses', 'consciousness'], ['senses', 'input'], ['mistake', 'awake'], ['mistake', 'asleep'], ['mistake', 'confused'], ['mistake', 'intelligence'], ['mistake', 'therapy'], ['mistake', 'brain'], ['mistake', 'function'], ['mistake', 'consciousness'], ['mistake', 'input'], ['awake', 'asleep'], ['awake', 'confused'], ['awake', 'intelligence'], ['awake', 'therapy'], ['awake', 'brain'], ['awake', 'function'], ['awake', 'consciousness'], ['awake', 'input'], ['asleep', 'confused'], ['asleep', 'intelligence'], ['asleep', 'therapy'], ['asleep', 'brain'], ['asleep', 'function'], ['asleep', 'consciousness'], ['asleep', 'input'], ['confused', 'intelligence'], ['confused', 'therapy'], ['confused', 'brain'], ['confused', 'function'], ['confused', 'consciousness'], ['confused', 'input'], ['intelligence', 'therapy'], ['intelligence', 'brain'], ['intelligence', 'function'], ['intelligence', 'consciousness'], ['intelligence', 'input'], ['therapy', 'brain'], ['therapy', 'function'], ['therapy', 'consciousness'], ['therapy', 'input'], ['brain', 'function'], ['brain', 'consciousness'], ['brain', 'input'], ['function', 'consciousness'], ['function', 'input'], ['consciousness', 'input']]",science,17,True
['combustion' 'fire'],3,"[['respiration', 'food'], ['respiration', 'breathing'], ['respiration', 'living'], ['respiration', 'animal'], ['respiration', 'vigorous'], ['respiration', 'oxygen'], ['respiration', 'carbon dioxide'], ['animal', 'food'], ['animal', 'breathing'], ['animal', 'living'], ['animal', 'vigorous'], ['animal', 'oxygen'], ['animal', 'carbon dioxide'], ['food', 'breathing'], ['food', 'living'], ['food', 'vigorous'], ['food', 'oxygen'], ['food', 'carbon dioxide'], ['breathing', 'living'], ['breathing', 'vigorous'], ['breathing', 'oxygen'], ['breathing', 'carbon dioxide'], ['living', 'vigorous'], ['living', 'oxygen'], ['living', 'carbon dioxide'], ['vigorous', 'oxygen'], ['vigorous', 'carbon dioxide'], ['oxygen', 'carbon dioxide']]",science,1,False
['table' 'bouncing'],5,"[['gas molecules', 'molecules'], ['gas molecules', 'gas'], ['gas molecules', 'temperature'], ['gas molecules', 'container'], ['gas molecules', 'pressing'], ['container', 'pressing'], ['gas molecules', 'moving'], ['gas molecules', 'cold'], ['gas molecules', 'hot'], ['molecules', 'gas'], ['molecules', 'temperature'], ['molecules', 'container'], ['molecules', 'pressing'], ['molecules', 'moving'], ['molecules', 'cold'], ['molecules', 'hot'], ['gas', 'temperature'], ['gas', 'container'], ['gas', 'pressing'], ['gas', 'moving'], ['gas', 'cold'], ['gas', 'hot'], ['temperature', 'container'], ['temperature', 'pressing'], ['temperature', 'moving'], ['temperature', 'cold'], ['temperature', 'hot'], ['container', 'moving'], ['container', 'cold'], ['container', 'hot'], ['pressing', 'moving'], ['pressing', 'cold'], ['pressing', 'hot'], ['moving', 'cold'], ['moving', 'hot'], ['cold', 'hot']]",science,35,False
['power' 'data'],13,"[['mind', 'thinking'], ['mind', 'forgetting'], ['mind', 'memorize'], ['mind', 'remember'], ['mind', 'memory'], ['mind', 'muscles'], ['mind', 'senses'], ['mind', 'mistake'], ['mind', 'awake'], ['mind', 'asleep'], ['mind', 'confused'], ['mind', 'intelligence'], ['mind', 'therapy'], ['intelligence', 'input'], ['mind', 'brain'], ['mind', 'function'], ['mind', 'consciousness'], ['mind', 'input'], ['thinking', 'forgetting'], ['thinking', 'memorize'], ['thinking', 'remember'], ['thinking', 'memory'], ['thinking', 'muscles'], ['thinking', 'senses'], ['thinking', 'mistake'], ['thinking', 'awake'], ['thinking', 'asleep'], ['thinking', 'confused'], ['thinking', 'intelligence'], ['thinking', 'therapy'], ['thinking', 'brain'], ['thinking', 'function'], ['thinking', 'consciousness'], ['thinking', 'input'], ['forgetting', 'memorize'], ['forgetting', 'remember'], ['forgetting', 'memory'], ['forgetting', 'muscles'], ['forgetting', 'senses'], ['forgetting', 'mistake'], ['forgetting', 'awake'], ['forgetting', 'asleep'], ['forgetting', 'confused'], ['forgetting', 'intelligence'], ['forgetting', 'therapy'], ['forgetting', 'brain'], ['forgetting', 'function'], ['forgetting', 'consciousness'], ['forgetting', 'input'], ['memorize', 'remember'], ['memorize', 'memory'], ['memorize', 'muscles'], ['memorize', 'senses'], ['memorize', 'mistake'], ['memorize', 'awake'], ['memorize', 'asleep'], ['memorize', 'confused'], ['memorize', 'intelligence'], ['memorize', 'therapy'], ['memorize', 'brain'], ['memorize', 'function'], ['memorize', 'consciousness'], ['memorize', 'input'], ['remember', 'memory'], ['remember', 'muscles'], ['remember', 'senses'], ['remember', 'mistake'], ['remember', 'awake'], ['remember', 'asleep'], ['remember', 'confused'], ['remember', 'intelligence'], ['remember', 'therapy'], ['remember', 'brain'], ['remember', 'function'], ['remember', 'consciousness'], ['remember', 'input'], ['memory', 'muscles'], ['memory', 'senses'], ['memory', 'mistake'], ['memory', 'awake'], ['memory', 'asleep'], ['memory', 'confused'], ['memory', 'intelligence'], ['memory', 'therapy'], ['memory', 'brain'], ['memory', 'function'], ['memory', 'consciousness'], ['memory', 'input'], ['muscles', 'senses'], ['muscles', 'mistake'], ['muscles', 'awake'], ['muscles', 'asleep'], ['muscles', 'confused'], ['muscles', 'intelligence'], ['muscles', 'therapy'], ['muscles', 'brain'], ['muscles', 'function'], ['muscles', 'consciousness'], ['muscles', 'input'], ['senses', 'mistake'], ['senses', 'awake'], ['senses', 'asleep'], ['senses', 'confused'], ['senses', 'intelligence'], ['senses', 'therapy'], ['senses', 'brain'], ['senses', 'function'], ['senses', 'consciousness'], ['senses', 'input'], ['mistake', 'awake'], ['mistake', 'asleep'], ['mistake', 'confused'], ['mistake', 'intelligence'], ['mistake', 'therapy'], ['mistake', 'brain'], ['mistake', 'function'], ['mistake', 'consciousness'], ['mistake', 'input'], ['awake', 'asleep'], ['awake', 'confused'], ['awake', 'intelligence'], ['awake', 'therapy'], ['awake', 'brain'], ['awake', 'function'], ['awake', 'consciousness'], ['awake', 'input'], ['asleep', 'confused'], ['asleep', 'intelligence'], ['asleep', 'therapy'], ['asleep', 'brain'], ['asleep', 'function'], ['asleep', 'consciousness'], ['asleep', 'input'], ['confused', 'intelligence'], ['confused', 'therapy'], ['confused', 'brain'], ['confused', 'function'], ['confused', 'consciousness'], ['confused', 'input'], ['intelligence', 'therapy'], ['intelligence', 'brain'], ['intelligence', 'function'], ['intelligence', 'consciousness'], ['therapy', 'brain'], ['therapy', 'function'], ['therapy', 'consciousness'], ['therapy', 'input'], ['brain', 'function'], ['brain', 'consciousness'], ['brain', 'input'], ['function', 'consciousness'], ['function', 'input'], ['consciousness', 'input']]",science,14,False
['billiard balls' 'billiards'],6,"[['gas molecules', 'molecules'], ['gas molecules', 'temperature'], ['gas molecules', 'container'], ['gas molecules', 'pressing'], ['gas molecules', 'moving'], ['gas molecules', 'cold'], ['gas molecules', 'gas'], ['gas molecules', 'hot'], ['molecules', 'gas'], ['molecules', 'temperature'], ['molecules', 'container'], ['molecules', 'pressing'], ['molecules', 'moving'], ['molecules', 'cold'], ['molecules', 'hot'], ['gas', 'temperature'], ['gas', 'container'], ['gas', 'pressing'], ['gas', 'moving'], ['gas', 'cold'], ['gas', 'hot'], ['temperature', 'container'], ['temperature', 'pressing'], ['temperature', 'moving'], ['temperature', 'cold'], ['temperature', 'hot'], ['container', 'pressing'], ['container', 'moving'], ['container', 'cold'], ['container', 'hot'], ['pressing', 'moving'], ['pressing', 'cold'], ['pressing', 'hot'], ['moving', 'cold'], ['moving', 'hot'], ['cold', 'hot']]",science,35,False
['low' 'loud'],3,"[['light', 'red'], ['light', 'violet'], ['light', 'reflects'], ['red', 'bright'], ['light', 'bright'], ['light', 'dim'], ['light', 'lens'], ['red', 'violet'], ['red', 'reflects'], ['red', 'dim'], ['red', 'lens'], ['violet', 'reflects'], ['violet', 'bright'], ['violet', 'dim'], ['violet', 'lens'], ['reflects', 'bright'], ['reflects', 'dim'], ['reflects', 'lens'], ['bright', 'dim'], ['bright', 'lens'], ['dim', 'lens']]",science,18,False
['artificial selection' 'breeds'],4,"[['natural selection', 'competition'], ['natural selection', 'adaptation'], ['natural selection', 'natural'], ['natural selection', 'fitness'], ['natural selection', 'species'], ['natural selection', 'mating'], ['natural selection', 'wild'], ['species', 'competition'], ['species', 'adaptation'], ['species', 'natural'], ['species', 'fitness'], ['species', 'mating'], ['species', 'wild'], ['competition', 'adaptation'], ['competition', 'natural'], ['competition', 'fitness'], ['competition', 'mating'], ['competition', 'wild'], ['adaptation', 'natural'], ['adaptation', 'fitness'], ['adaptation', 'mating'], ['adaptation', 'wild'], ['natural', 'fitness'], ['natural', 'mating'], ['natural', 'wild'], ['fitness', 'mating'], ['fitness', 'wild'], ['mating', 'wild']]",science,4,True
['broken' 'repair'],15,"[['mind', 'thinking'], ['mind', 'forgetting'], ['mind', 'memorize'], ['mind', 'remember'], ['mind', 'memory'], ['mind', 'muscles'], ['mind', 'senses'], ['mind', 'mistake'], ['mind', 'awake'], ['mind', 'asleep'], ['mind', 'confused'], ['mind', 'intelligence'], ['mind', 'therapy'], ['mind', 'brain'], ['mind', 'function'], ['confused', 'therapy'], ['mind', 'consciousness'], ['mind', 'input'], ['thinking', 'forgetting'], ['thinking', 'memorize'], ['thinking', 'remember'], ['thinking', 'memory'], ['thinking', 'muscles'], ['thinking', 'senses'], ['thinking', 'mistake'], ['thinking', 'awake'], ['thinking', 'asleep'], ['thinking', 'confused'], ['thinking', 'intelligence'], ['thinking', 'therapy'], ['thinking', 'brain'], ['thinking', 'function'], ['thinking', 'consciousness'], ['thinking', 'input'], ['forgetting', 'memorize'], ['forgetting', 'remember'], ['forgetting', 'memory'], ['forgetting', 'muscles'], ['forgetting', 'senses'], ['forgetting', 'mistake'], ['forgetting', 'awake'], ['forgetting', 'asleep'], ['forgetting', 'confused'], ['forgetting', 'intelligence'], ['forgetting', 'therapy'], ['forgetting', 'brain'], ['forgetting', 'function'], ['forgetting', 'consciousness'], ['forgetting', 'input'], ['memorize', 'remember'], ['memorize', 'memory'], ['memorize', 'muscles'], ['memorize', 'senses'], ['memorize', 'mistake'], ['memorize', 'awake'], ['memorize', 'asleep'], ['memorize', 'confused'], ['memorize', 'intelligence'], ['memorize', 'therapy'], ['memorize', 'brain'], ['memorize', 'function'], ['memorize', 'consciousness'], ['memorize', 'input'], ['remember', 'memory'], ['remember', 'muscles'], ['remember', 'senses'], ['remember', 'mistake'], ['remember', 'awake'], ['remember', 'asleep'], ['remember', 'confused'], ['remember', 'intelligence'], ['remember', 'therapy'], ['remember', 'brain'], ['remember', 'function'], ['remember', 'consciousness'], ['remember', 'input'], ['memory', 'muscles'], ['memory', 'senses'], ['memory', 'mistake'], ['memory', 'awake'], ['memory', 'asleep'], ['memory', 'confused'], ['memory', 'intelligence'], ['memory', 'therapy'], ['memory', 'brain'], ['memory', 'function'], ['memory', 'consciousness'], ['memory', 'input'], ['muscles', 'senses'], ['muscles', 'mistake'], ['muscles', 'awake'], ['muscles', 'asleep'], ['muscles', 'confused'], ['muscles', 'intelligence'], ['muscles', 'therapy'], ['muscles', 'brain'], ['muscles', 'function'], ['muscles', 'consciousness'], ['muscles', 'input'], ['senses', 'mistake'], ['senses', 'awake'], ['senses', 'asleep'], ['senses', 'confused'], ['senses', 'intelligence'], ['senses', 'therapy'], ['senses', 'brain'], ['senses', 'function'], ['senses', 'consciousness'], ['senses', 'input'], ['mistake', 'awake'], ['mistake', 'asleep'], ['mistake', 'confused'], ['mistake', 'intelligence'], ['mistake', 'therapy'], ['mistake', 'brain'], ['mistake', 'function'], ['mistake', 'consciousness'], ['mistake', 'input'], ['awake', 'asleep'], ['awake', 'confused'], ['awake', 'intelligence'], ['awake', 'therapy'], ['awake', 'brain'], ['awake', 'function'], ['awake', 'consciousness'], ['awake', 'input'], ['asleep', 'confused'], ['asleep', 'intelligence'], ['asleep', 'therapy'], ['asleep', 'brain'], ['asleep', 'function'], ['asleep', 'consciousness'], ['asleep', 'input'], ['confused', 'intelligence'], ['confused', 'brain'], ['confused', 'function'], ['confused', 'consciousness'], ['confused', 'input'], ['intelligence', 'therapy'], ['intelligence', 'brain'], ['intelligence', 'function'], ['intelligence', 'consciousness'], ['intelligence', 'input'], ['therapy', 'brain'], ['therapy', 'function'], ['therapy', 'consciousness'], ['therapy', 'input'], ['brain', 'function'], ['brain', 'consciousness'], ['brain', 'input'], ['function', 'consciousness'], ['function', 'input'], ['consciousness', 'input']]",science,35,False
['processing' 'CPU'],13,"[['mind', 'thinking'], ['mind', 'forgetting'], ['mind', 'memorize'], ['mind', 'remember'], ['mind', 'memory'], ['mind', 'muscles'], ['mind', 'senses'], ['mind', 'mistake'], ['mind', 'awake'], ['mind', 'asleep'], ['mind', 'confused'], ['mind', 'intelligence'], ['mind', 'therapy'], ['thinking', 'consciousness'], ['mind', 'brain'], ['mind', 'function'], ['mind', 'consciousness'], ['mind', 'input'], ['thinking', 'forgetting'], ['thinking', 'memorize'], ['thinking', 'remember'], ['thinking', 'memory'], ['thinking', 'muscles'], ['thinking', 'senses'], ['thinking', 'mistake'], ['thinking', 'awake'], ['thinking', 'asleep'], ['thinking', 'confused'], ['thinking', 'intelligence'], ['thinking', 'therapy'], ['thinking', 'brain'], ['thinking', 'function'], ['thinking', 'input'], ['forgetting', 'memorize'], ['forgetting', 'remember'], ['forgetting', 'memory'], ['forgetting', 'muscles'], ['forgetting', 'senses'], ['forgetting', 'mistake'], ['forgetting', 'awake'], ['forgetting', 'asleep'], ['forgetting', 'confused'], ['forgetting', 'intelligence'], ['forgetting', 'therapy'], ['forgetting', 'brain'], ['forgetting', 'function'], ['forgetting', 'consciousness'], ['forgetting', 'input'], ['memorize', 'remember'], ['memorize', 'memory'], ['memorize', 'muscles'], ['memorize', 'senses'], ['memorize', 'mistake'], ['memorize', 'awake'], ['memorize', 'asleep'], ['memorize', 'confused'], ['memorize', 'intelligence'], ['memorize', 'therapy'], ['memorize', 'brain'], ['memorize', 'function'], ['memorize', 'consciousness'], ['memorize', 'input'], ['remember', 'memory'], ['remember', 'muscles'], ['remember', 'senses'], ['remember', 'mistake'], ['remember', 'awake'], ['remember', 'asleep'], ['remember', 'confused'], ['remember', 'intelligence'], ['remember', 'therapy'], ['remember', 'brain'], ['remember', 'function'], ['remember', 'consciousness'], ['remember', 'input'], ['memory', 'muscles'], ['memory', 'senses'], ['memory', 'mistake'], ['memory', 'awake'], ['memory', 'asleep'], ['memory', 'confused'], ['memory', 'intelligence'], ['memory', 'therapy'], ['memory', 'brain'], ['memory', 'function'], ['memory', 'consciousness'], ['memory', 'input'], ['muscles', 'senses'], ['muscles', 'mistake'], ['muscles', 'awake'], ['muscles', 'asleep'], ['muscles', 'confused'], ['muscles', 'intelligence'], ['muscles', 'therapy'], ['muscles', 'brain'], ['muscles', 'function'], ['muscles', 'consciousness'], ['muscles', 'input'], ['senses', 'mistake'], ['senses', 'awake'], ['senses', 'asleep'], ['senses', 'confused'], ['senses', 'intelligence'], ['senses', 'therapy'], ['senses', 'brain'], ['senses', 'function'], ['senses', 'consciousness'], ['senses', 'input'], ['mistake', 'awake'], ['mistake', 'asleep'], ['mistake', 'confused'], ['mistake', 'intelligence'], ['mistake', 'therapy'], ['mistake', 'brain'], ['mistake', 'function'], ['mistake', 'consciousness'], ['mistake', 'input'], ['awake', 'asleep'], ['awake', 'confused'], ['awake', 'intelligence'], ['awake', 'therapy'], ['awake', 'brain'], ['awake', 'function'], ['awake', 'consciousness'], ['awake', 'input'], ['asleep', 'confused'], ['asleep', 'intelligence'], ['asleep', 'therapy'], ['asleep', 'brain'], ['asleep', 'function'], ['asleep', 'consciousness'], ['asleep', 'input'], ['confused', 'intelligence'], ['confused', 'therapy'], ['confused', 'brain'], ['confused', 'function'], ['confused', 'consciousness'], ['confused', 'input'], ['intelligence', 'therapy'], ['intelligence', 'brain'], ['intelligence', 'function'], ['intelligence', 'consciousness'], ['intelligence', 'input'], ['therapy', 'brain'], ['therapy', 'function'], ['therapy', 'consciousness'], ['therapy', 'input'], ['brain', 'function'], ['brain', 'consciousness'], ['brain', 'input'], ['function', 'consciousness'], ['function', 'input'], ['consciousness', 'input']]",science,30,False
